code_depart,code_arrive,passengers
MUC,CLT,5206
PVD,ATL,7949
MDW,BDL,5950
HOU,MEM,3604
BWI,BHM,7014
XNA,SFB,1168
ORD,SAL,2142
YVR,PSP,4178
FLL,YOW,3958
LAX,MKE,2702
GCM,EWR,1161
CVG,ORD,12939
FLL,JAX,7419
SNA,PDX,8718
ESC,DTW,1273
BNA,IAH,7068
LAX,MIA,45400
MEM,DCA,4080
ROA,PHL,1492
ORD,MAD,4819
ANC,OTZ,2616
TYS,DEN,1662
IAH,SAP,4088
CLT,MLB,3186
HOU,PIT,2901
ATL,PLS,3492
RSW,TTN,1453
BMI,DTW,1417
ONT,DFW,14787
DTW,AVP,1639
CHS,LGA,2961
EWR,YHZ,2823
FLL,ORH,2406
ICT,LAX,1519
LAS,SFO,70190
OAJ,ATL,3590
BNE,HNL,2056
ATL,SJD,3404
DEN,KEF,2224
HNL,PDX,12175
SDQ,MCO,6564
SAN,DTW,7905
SPI,DFW,1974
ANC,LAS,1805
SFB,BIS,1305
DCA,RDU,8660
ATL,BWI,49202
SJC,OGG,9492
SJD,SLC,2143
YYC,LAS,14586
SEA,BIL,3822
YYC,SEA,5666
GDL,ATL,4263
HOU,BHM,4698
LAX,CMH,5756
SJU,DFW,10181
HDN,ORD,1382
MSY,CLT,19461
DAY,CLT,8136
MKE,MCI,5264
ROA,PIE,1607
DFW,TRC,1173
LOS,JFK,2132
DFW,VPS,4342
GUM,TKK,1814
CLT,CUN,14463
RIC,CVG,1386
CAE,CLT,7299
ATL,DSM,7001
CHO,ATL,3489
ATL,SDF,26905
IAH,ASE,2191
BWI,RDU,15965
HKG,GUM,2062
CVG,MIA,2195
IAD,MSY,4452
SFB,PBG,1626
PGD,BGR,1266
FAR,LAS,2648
MKE,ORD,13708
DTW,ROC,3982
IAH,PHL,18335
SFO,SAT,3063
EWR,JAX,4557
ORD,TUS,5859
AUS,SJC,6030
ADQ,ANC,3877
DUB,JFK,18970
SEA,BLI,7939
LAX,YUM,1852
PHL,BNA,10956
LGA,DEN,37513
DFW,RAP,2102
RSW,DTW,30157
AGU,LAX,1839
CVG,DFW,7796
LFT,IAH,6712
DTW,MBS,4244
MCO,SJU,33935
FLL,LGA,59502
PGD,AVL,1068
LAS,ICN,2895
LAX,MSY,14106
HOU,CLT,3262
MIA,RIC,1476
MEM,EWR,1891
LAX,CVG,6537
DTW,MLI,2844
MSP,MKE,21379
ORD,BNA,13019
LAX,ICT,1405
CDG,BOS,6622
DCA,ATL,52825
STX,SJU,6174
IAD,PVD,3221
JAX,IAD,4018
ORD,MSN,9806
CLT,DSM,4773
DFW,OMA,15262
MSP,LNK,3326
MSN,DTW,10155
MCO,LBE,3520
MSP,JFK,9096
ATL,AMS,20939
NRT,LAX,52875
OGG,YVR,15000
ORD,HPN,3799
SLC,JAC,5014
LAS,CID,1327
ATL,OAJ,4118
PTY,IAH,10185
BWI,BOS,36712
BDA,EWR,1683
LGB,SFO,11771
DTW,ABE,1939
SJO,EWR,11092
JFK,SDQ,24507
MSP,HLN,1116
BLD,1G4,2554
DFW,PHX,62657
FSD,ORD,5653
PBC,IAH,1158
DFW,BNA,24432
SLC,GEG,9429
IAH,MFE,8823
DEN,CUN,11116
CVG,LAS,2433
JAC,SLC,6297
MSP,SJD,1690
JFK,LHE,1590
GDL,IAH,9047
PHX,YQR,1281
PHX,SDF,3406
DFW,CLT,48897
DAL,STL,23676
CAK,LGA,4247
GSP,EWR,1621
IAH,BWI,6725
COS,LAS,1344
RIC,IAD,2872
PDX,SNA,8574
TPA,FNT,3456
JAX,CVG,1078
FLL,MYR,4333
CHA,ATL,10528
GSP,FLL,1249
PHX,IAD,3881
IAD,FAY,1286
BUF,CLE,1053
SLC,MSN,1059
GGT,MIA,2074
BUF,ORD,10782
PHL,DAY,5139
TPA,ILG,1157
CLT,CAK,9431
IAH,LBB,3317
SVO,MIA,2395
MCO,JAN,2708
GUC,DEN,1507
YYZ,SEA,1670
PHL,SJU,17315
TVC,DTW,5024
EWR,PTY,4638
MSP,BOI,5064
DKR,IAD,5652
AUH,IAD,8622
LAX,EUG,3730
MAN,EWR,4625
ATL,TLH,12619
BNA,CMH,5554
VIE,IAD,4345
MAD,EWR,1966
DTW,TVC,4089
HOU,MSY,24555
RFD,SFB,1445
JFK,GCM,2428
LAX,SUN,1069
CAK,DCA,1079
GDL,SNA,2695
YEG,SEA,5337
PBI,IAH,5729
LAS,BUR,29704
LAS,AUS,13936
SGF,AZA,1371
EWR,SAN,9656
BNA,PIT,1977
ONT,GDL,3208
JFK,BOS,37986
BDL,CLT,19053
MYR,ATL,5778
ATL,FSD,1508
ATL,SAL,3179
DAY,DFW,9585
ICN,SPN,13176
MIA,IAH,32327
LAS,YQR,1724
CHS,IAD,3142
HOU,MCI,4427
SEA,JFK,18171
SFO,PHL,28345
MIA,PAP,16799
CLT,EYW,4894
AGS,CLT,6912
SMF,DFW,14556
LIT,CLT,5097
TGU,ATL,3194
IAH,JAX,4139
CUN,DFW,22237
LAX,YYC,9849
BZN,SLC,5506
PHX,YWG,1738
NRT,GUM,38186
FLL,SFO,16584
PUJ,SJU,3206
GND,JFK,1722
GRU,IAH,5056
AUS,MCO,8358
SJU,PBI,1582
DUS,ATL,3720
ORD,SJD,4600
SLC,BOI,10763
HNL,ANC,4581
ORD,ROC,9627
CCS,JFK,2146
LAS,CVG,2697
BUR,SFO,6255
ATL,ROC,10669
DFW,PIA,3098
AUS,SEA,4338
LAX,SJC,57230
DCA,DFW,28497
MKK,OGG,1115
AVP,PHL,4151
LHR,IAH,21197
CVG,SLC,7280
DFW,TUS,24977
IND,HOU,3824
BWI,ISP,14085
PGD,PBG,1315
PIA,PGD,1195
GUA,FLL,3069
SJU,JFK,54115
DTW,CDG,9169
CUN,JFK,23407
PIE,LCK,1177
ELM,DTW,5526
BOS,AUS,1791
DAY,MSP,3271
CMH,MIA,2575
ORD,CVG,13937
BCN,MIA,4654
ELP,MEX,1354
HND,SEA,3377
ROA,CLT,7933
SCL,LAX,1485
AMS,LAX,8111
HLN,MSP,1240
JFK,IAD,7813
SFO,FAT,2645
IAH,BOG,7378
ORF,IAH,1169
CLT,GIG,6757
MDW,CLT,3714
STL,TPA,6706
SFO,BOI,5810
MEX,DTW,5577
EWR,GSO,2307
DEN,DRO,7589
YUL,DEN,2259
ORD,RST,3061
ABQ,MCI,2608
CLT,CAE,7508
AZA,BIL,1474
RSW,DCA,7022
MIA,FPO,3827
IND,EWR,4850
SCL,MIA,24525
IAD,ROC,4647
SEA,PDX,36398
DFW,ELP,21365
CMH,BOS,1137
CUN,DTW,10513
DFW,ROW,2359
SJD,MSP,1675
PHL,MBJ,4357
ATL,PNS,20419
MIA,ZRH,9286
ORD,FSD,5268
DFW,BNE,8296
DTW,MSY,3452
BWI,PBI,11446
SFB,SGF,1270
MAD,ORD,5451
DFW,MSN,4619
ZLO,LAX,2487
PIH,SLC,2021
BNA,MSY,11331
SFO,ICN,29857
PUJ,PHL,8865
JFK,GVA,4697
ORF,CLT,16563
MHK,ORD,1233
DTW,LEX,3607
IAD,ATL,22181
SFO,TUS,2587
JFK,RUH,2461
BUR,SJC,16370
PHX,SAT,19054
LGA,GSO,2864
PHX,CMH,10333
ANC,BRW,1078
BOS,JAX,3828
ROA,ORD,1591
DFW,FLL,33769
PHL,DUB,3296
EUG,LAS,1485
DEN,PHF,1114
BOS,SLC,5242
JFK,LIM,5610
LAX,ZRH,4689
FLL,DCA,24085
HOU,BKG,1925
EYW,TPA,5590
MIA,SAP,10137
JAC,ORD,3916
DFW,SEA,38829
ATL,DFW,67731
OAK,HNL,8880
PDX,RDM,6866
FAR,AZA,2977
DAL,OKC,10804
SJD,SJC,3487
DEN,ONT,9321
SAF,DFW,2069
CAK,BOS,2076
SDF,IAH,2806
ORD,DEN,49816
ORD,TVC,3590
LAS,ORD,38288
HNL,MEL,4627
ROC,TPA,3283
GGG,DFW,1587
IAH,DME,4799
SDF,TPA,3554
MDW,ORF,2254
ARN,JFK,3662
OAJ,CLT,5993
SLC,TWF,2191
LIH,OAK,1726
CVG,MCI,2154
MSP,MIA,12211
DFW,TUL,20555
FAI,SEA,9514
CMH,MCO,10307
IAD,HNL,1880
LAS,TPA,4886
BGR,PGD,1274
JHM,HNL,1216
LGB,SEA,10778
DEN,MCO,31842
ROW,DFW,2234
MIA,CLE,2704
LAX,SBA,7409
GUA,IAH,11408
TPA,MHT,4078
SLC,PIH,1983
BLI,PSP,2385
SFB,BMI,1365
RDU,HOU,3149
LGA,CLE,9926
OAK,ABQ,5382
CID,DFW,5898
MMH,SFO,1115
MCO,LGW,21105
ORD,BZN,1926
MSP,GFK,6305
STL,BOS,5274
SAL,LAX,14711
SFO,MCO,8999
SLC,MSO,4680
GUM,OSA,1198
AMS,IAD,9595
RDU,PIT,2247
RKS,DEN,1005
YEG,IAH,7408
TPA,BWI,21675
SJD,DFW,11436
ATL,GSP,15601
LAS,SNA,25523
IAD,DUB,2281
SLC,MCI,4327
YYZ,EWR,10710
SAP,FLL,2238
MRY,PHX,2999
ONT,SFO,6347
LAN,DCA,1472
COU,DFW,2278
DCA,SEA,7592
GRR,DTW,9890
SAT,STL,5018
PHX,YYZ,6132
LHR,RDU,4409
SVO,JFK,21126
BGR,LGA,1695
IAH,DXB,9450
BHM,ATL,22057
MSP,TPA,21040
MSP,RIC,1307
SFO,BFL,1212
MSP,GRB,5445
FLL,MKE,3777
HAV,MIA,26085
JFK,SYR,7447
MSP,OKC,2686
MIA,BHM,2077
DRO,DEN,7994
MCO,EWR,54325
STL,HOU,9469
SLC,BZN,5708
MIA,STT,11121
MSP,YWG,5300
SFO,AUS,15987
BTV,PHL,7493
ATL,SRQ,22190
DAY,PHL,4745
ROA,SFB,1201
PIT,ORD,18190
MIA,YYZ,27087
ROC,PHL,6313
PBI,ISP,7239
FRA,BOS,6704
CLT,CVG,13165
DAL,ABQ,21729
ANC,HOM,2134
HPN,DTW,2307
PIA,ORD,5235
HOU,SAT,13874
SEA,EWR,19847
BOS,FRA,5585
DTW,BUF,5885
EWR,OMA,1833
DTW,EVV,2798
MCO,ORF,4267
CLT,BHM,10006
ORD,SAN,25711
NRT,HNL,59781
PSP,MSP,6086
RNO,PHX,15834
LHR,JFK,95784
PDX,YVR,6451
CAK,DEN,3472
DCA,BHM,2459
MSP,ALB,1213
YHZ,BOS,1416
GVA,IAD,3173
CVG,FLL,4146
LGA,CVG,5812
DCA,DSM,2025
LIR,DFW,3322
CLT,LHR,5593
CCS,MIA,35291
CZM,IAH,2864
SLC,OKC,2138
SEA,LIH,6373
IAH,VER,1890
MDW,ROC,4412
EWR,BQN,2601
MCI,IAD,3671
ICN,SFO,32852
ANC,ADQ,4583
PHX,MKE,13386
SXM,MIA,8924
PHX,HNL,18288
MIA,ANU,3881
ALW,SEA,2450
ATL,UVF,1899
CMH,DFW,11715
KOA,PDX,4599
BWI,SAT,6882
ASE,IAH,2856
BOS,CDG,6367
PSG,JNU,1811
ELP,DAL,18005
DFW,FAT,6534
SJU,MIA,34329
CUN,MIA,22558
LAX,IND,7130
SFO,SLC,15007
BCN,JFK,7557
LAX,ICN,43859
GJT,SLC,2755
IAD,BUF,2213
MSN,SLC,1026
SJU,YYZ,1179
RIC,DTW,3017
ZCL,LAX,2058
MCI,SAN,4267
SMF,LGB,6798
BHX,EWR,3161
DFW,SLC,27067
MIA,MAR,5210
HPN,RSW,3503
YUL,MSP,1372
CLE,SYR,2203
MDW,CMH,9949
ORD,PTY,3264
LNK,MSP,3211
DEN,SJD,6734
YYC,EWR,1847
EWR,ARN,7578
EVV,DFW,1100
ATL,PWM,3254
CDG,ORD,10847
ATL,GTR,2767
TPA,MEM,4471
PLS,ATL,3813
ORD,TXL,1886
CLO,MIA,7791
DEN,RNO,10631
PHX,PVR,8561
MSP,LIR,1468
RDU,ORD,11959
SIT,JNU,3319
SFO,LAX,137433
MDW,OAK,4856
DFW,LBE,1269
TYR,IAH,1493
LNY,HNL,3712
JNU,KTN,2308
PSC,DEN,3277
MDW,BKG,2450
ASE,DEN,10354
BDL,BWI,17503
STL,GRR,1806
YVR,SNA,2992
SYR,IAD,3265
PDX,MCI,3863
TPA,SAT,3513
DFW,GGG,1540
HNL,LAX,91186
JFK,RDU,12050
ORD,SPI,2236
PDX,BOI,10555
LAX,GUM,8504
AUA,PHL,2566
CLE,MCO,8388
ORD,JAC,3127
PHX,IND,12586
IAG,FLL,4196
MCO,SAN,2947
PHL,SBY,2126
HNL,MNL,7449
ORD,AUA,1110
SLC,EUG,2431
SEA,YEG,5305
MCO,SFO,10768
PVD,CLE,1116
SEA,ANC,50738
MSP,CDG,6103
BOI,SMF,1792
TPA,CLE,3441
SEA,TPE,7354
PVR,DEN,5812
BDL,ATL,27509
PIA,LAS,1487
CLT,AUA,5129
MMH,LAX,2304
PEK,IAD,7096
IAD,FCO,2969
MSY,SFO,2684
AZA,CID,2336
JFK,GND,1816
MCI,DFW,23663
SAT,SFO,2783
FNT,LAS,3186
SJD,SAN,8912
PHL,LGA,16854
DFW,DAY,8878
RDU,MSP,5433
GCK,DFW,1993
SAT,HOU,13554
MLI,ORD,7353
DFW,RIC,8619
SFO,CLE,4446
EGE,DEN,4241
JED,IAD,4813
HNL,KOA,56973
MKE,CLT,6981
ICN,DTW,10541
ROR,GUM,2300
SXM,CLT,5194
ATL,GIG,6775
PIT,DEN,6973
PEK,LAX,17301
PDX,LAS,26280
MCO,MAN,11708
JFK,LIR,3898
SJC,LIH,2314
JFK,AUS,11883
SFO,FRA,16788
CUN,MKE,4644
EWR,PBI,30492
EWR,RIC,4204
SFO,KOA,10878
COS,IAD,1478
CLE,YUL,1897
YNG,SFB,1333
MCO,MBJ,3742
EWR,FRA,13951
BHM,DCA,2284
ACT,DFW,4648
AZA,MOT,1570
MCO,SDF,3493
ORD,ZRH,5116
CHS,BWI,7582
BDL,DTW,6888
SJU,CCS,3817
LAX,JAC,1295
XNA,IAH,3018
BLI,SEA,7720
ORD,CHS,2944
LIT,SFB,1053
OKC,HOU,9815
MKE,CUN,4828
DFW,PSP,11939
MGA,FLL,2219
BQN,EWR,2638
MFR,PDX,6269
PBI,ORD,7371
PHL,BRU,3437
CVG,LGA,5755
VLD,ATL,2442
SJC,JFK,1692
GCC,DEN,1328
MSN,DCA,2331
MIA,EWR,32004
ATL,SAN,28889
ATL,MBJ,13187
CLT,HHH,2522
SEA,FAI,10701
ATL,FLL,90451
GJT,DFW,2669
SHV,DFW,8538
ATL,EWR,30592
STL,BNA,4621
DEN,AUS,25310
PUW,SEA,2820
YYZ,STL,1082
ORD,PHX,55838
DEN,CPR,4349
ABQ,DFW,22526
TUS,SEA,3525
ORD,AVL,1291
BOS,MCI,4739
HKG,LAX,25014
JFK,HEL,6458
YVR,SLC,1947
CLE,IAD,4539
SJU,STX,5469
YVR,DEN,5357
PDX,TUS,1835
ATL,BJX,1481
SDF,DFW,8690
LOS,IAH,4252
CHS,HOU,2863
GTF,SLC,2952
SEA,YKM,4546
PPT,LAX,13763
COS,DEN,10276
LAS,STL,12203
DXB,IAH,9224
DTW,CLT,30623
TPA,SDF,3515
SYR,MCO,4714
OKC,MDW,1728
HOG,MIA,3088
ORD,EVV,2939
IAD,GSO,2166
TPA,DTW,28806
SFO,OGG,11557
DEN,SAT,13091
SJT,DFW,4495
ICT,AZA,1745
LAS,LIT,3845
ORD,ROA,1855
PIE,CID,1465
SPN,GUM,4335
JFK,GYE,10267
MIA,PLS,7334
FSD,SFB,1370
ZRH,MIA,8911
ALB,MCO,7151
LHR,MIA,43878
MSP,DTW,28531
ATL,CDG,20749
IND,PHX,13254
PVR,DFW,10013
DLH,AZA,1393
STL,MCO,13466
ORD,BHM,2370
SCE,PHL,3814
MIA,BWI,11241
BHM,LAS,3718
PVD,FLL,7466
EZE,IAH,6198
PHX,SAN,56184
CHS,EWR,2309
AZA,ATW,1360
CVG,MSP,8231
TLH,MIA,2911
OAK,BOI,5409
MIA,STI,4047
PDX,ORD,20450
CHS,PHL,3078
BNA,CLE,9937
OKC,ORD,5356
SAP,ATL,3661
ORD,PDX,19412
SJD,EWR,2295
ORD,SCE,1739
SAN,SLC,15215
MAF,DFW,7521
EWR,LAS,17480
SNA,OAK,23943
DEN,SGF,2059
ATL,MCI,34135
IAD,BNA,3209
SMF,HNL,6817
FLL,IAH,20553
SJO,CLT,3579
DCA,MSN,2303
MEM,BWI,3241
SEA,FRA,4176
LAX,CAN,13481
SJC,PHX,26213
SFB,FAR,1371
DCA,DTW,17553
JFK,ROC,8960
CCS,ATL,4759
ATL,ABE,2664
PHX,MEX,7791
LAS,BNA,9270
MDT,ATL,5835
IAD,CRW,2049
ORD,JAX,4981
ATL,FAY,7197
IAH,CDG,5429
MCO,SEA,5773
CHA,CLT,6578
JFK,MAD,16773
PVR,MSP,6209
AUS,PHL,1740
MCI,CUN,2352
STL,DAL,24330
DAL,AUS,31621
GRR,CLE,2340
RAP,SLC,1042
MCI,FLL,4182
ORD,SGF,6303
SJC,MSP,3362
PIT,BNA,2052
DEN,EUG,2815
CLT,HPN,2885
ATL,BUF,13374
SJU,ORD,13488
SFO,MSP,22303
ZRH,TPA,1251
CMW,MIA,1363
BWI,LAS,19206
CLT,PWM,3289
MCI,MCO,7991
MCO,IAD,17718
EWR,STL,7948
MSN,MSP,9774
SLC,DTW,18076
BGR,PIE,1704
ACY,TPA,4849
DCA,EWR,5327
TPA,JAX,1349
CUN,PHL,13207
YWG,DEN,3719
JAX,EWR,4406
MIA,PIT,2653
EWR,BCN,2213
LAS,MIA,17225
CLE,PHL,9206
EWR,GVA,3883
FLL,SJO,12229
TPA,MDW,10967
SFO,CIC,1648
JAX,FLL,7253
STL,TUL,3560
SFO,TPE,26003
DEN,MAF,2901
IAD,TPA,10854
ATL,DTW,46644
DEN,HDN,4224
CLT,SYR,8965
SJU,BWI,7330
CLE,DTW,4238
RDM,SFO,2312
ORD,BOS,51091
TLV,JFK,25776
LAX,KOA,14554
EWR,TXL,2200
HOU,STL,9532
FLL,GUA,3036
CWA,ORD,3646
FSD,DEN,9084
FLL,ACY,13480
DTW,ELM,5190
PNS,TPA,1111
YYC,SAN,2361
SEA,MFR,2081
LGA,PWM,3113
DTW,FWA,3885
NRT,IAH,7783
ISP,PBI,7932
ORF,DCA,4145
JAX,BWI,8922
SFO,PVG,14238
CDG,MSP,6895
SXM,ATL,3881
SFB,IAG,1724
RDU,JFK,12056
ORD,DEL,8796
PBI,LAX,3566
LAS,YYZ,20650
SAN,CLT,12986
ORD,BWI,10586
MYR,BOS,3423
CLT,EWN,6156
PHL,ELM,2105
AZA,RFD,1478
AZA,LAS,2226
MDW,EWR,11815
LAX,ABQ,12087
SDF,ATL,26120
MIA,BCN,4930
JFK,YYZ,8090
MEM,LGA,1222
DFW,CMI,1163
KOA,LAX,14727
MBS,ORD,2172
PHL,MAN,5413
MIA,GYE,7518
DOH,IAD,9816
MCO,YYC,2223
EWR,SDQ,3994
PHX,CLT,38994
LGB,PDX,9768
DEN,MCI,38038
FLL,CMH,3644
TPA,IAD,12040
SAN,LAS,39998
SLC,MEM,4443
YYJ,SFO,1177
LGA,ORF,1858
YYZ,MSP,7309
LEX,DTW,3644
DFW,PDX,19694
PBI,BDL,3955
JNU,SEA,4676
TPA,SJU,11498
SJC,GDL,9138
ATL,LAS,54344
LRD,LAS,1281
EWR,BOG,3294
HOU,SAN,7633
CIC,SFO,1448
SFO,BUR,5776
BOI,SJC,1991
CKB,SFB,1226
EWR,MEM,1957
BDA,JFK,3033
HNL,YYC,1747
PVR,EWR,1501
SFO,MCI,3532
IAH,TUS,5571
YYZ,MSY,1622
PDX,DTW,2984
GRU,DFW,7903
AMS,EWR,6853
MCI,HOU,5556
SLC,YVR,2377
SFO,IAD,36277
MSP,EWR,10162
PLS,CLT,5813
DEN,BFL,1744
RSW,STL,6012
SLC,MCO,9668
RSW,DUS,3305
BIL,SLC,5390
ORD,CPH,4590
PTY,SJU,6093
KTN,SIT,3001
MEM,HOU,3998
RIC,CLE,1826
CLT,FLL,34617
CLT,RSW,23906
FAT,GDL,6392
PDX,DCA,3706
RSW,YYZ,14509
EWR,PUJ,6874
MAN,ORD,2812
DTW,LAN,4972
PBI,YYZ,6316
DFW,JLN,2139
DTW,CMH,7104
MBJ,MSP,1787
IAH,LFT,6063
BLI,PDX,1860
GUA,MIA,12052
ATL,CHS,22571
ONT,MDW,2586
BWI,CVG,2210
MCO,MSN,1333
SFO,PEK,17465
CLT,ILM,14332
GUM,TPE,4098
KWI,JFK,3211
MSP,MEM,5509
CHA,DFW,2085
POS,FLL,2830
ATL,SHV,6679
CLT,BTR,2650
SEA,ORD,37651
BTV,LGA,3918
AZA,MLI,1213
FLL,IAD,3004
OAX,IAH,1270
ATL,BZN,1766
SFO,IND,2194
CDG,IAD,14698
CHS,ATL,23107
DFW,DRO,2440
DEN,LAX,77730
JFK,CHS,5596
PUJ,STL,1064
BWI,MBJ,4385
YYZ,PBI,5942
IAD,YTZ,1768
SAP,IAH,4963
PHX,STL,17891
MCO,ORD,36797
PHX,MSY,4315
JFK,LAX,125934
LAS,GTF,1490
SLC,EWR,3884
AUS,SLC,4269
DFW,IAD,16890
EZE,ATL,6904
CLT,PBI,20228
STL,FLL,3755
IAD,DEN,36129
SEA,AUS,4618
PHX,TUL,5411
BNA,DFW,24468
ATL,LGA,76403
MCO,OMA,1269
CDG,DTW,10323
GSO,CLT,16568
IAH,ICT,4721
CLE,STL,2862
IAH,SAL,9340
SEA,TUS,4345
ATL,DAY,20985
SFO,SBP,2418
LIH,HNL,57022
PIT,YYZ,1797
YYZ,CMH,1434
DCA,SDF,3136
MCO,GRU,20350
AUS,JFK,10702
GRI,AZA,1478
EWR,ITH,2308
DXB,ATL,7563
MEM,DFW,11881
BWI,JFK,2817
DFW,EGE,7064
SDF,BWI,5772
DFW,GIG,4466
NAS,FLL,11401
EWR,PIT,7454
IAH,TYR,1446
DCA,PWM,5239
MSO,LAS,1363
MCO,GRR,3783
MAD,MIA,16194
JFK,HKG,23226
BOI,SFO,6769
RDM,SLC,1811
BGI,JFK,6615
SJU,SXM,2073
SFO,PIT,1837
PHX,BFL,3569
MIA,ATL,64452
DCA,LGA,28542
GSP,LGA,1104
PHX,ONT,31112
GCM,MIA,13566
PHX,GDL,7572
MCO,CLT,51245
PDX,SMF,19463
IAD,BTV,2867
BZE,ATL,4666
BUF,FLL,6869
MIA,CZM,1232
SFO,COS,1203
YYZ,DCA,2479
GEG,PDX,12399
MSP,PIT,6249
MSP,ANC,7064
SAN,OAK,27827
LAS,MTY,2577
MIA,MXP,5620
SFO,ACV,3333
YEG,EWR,2046
SJU,MCO,32591
IAH,MSP,12551
STL,MDW,20440
BWI,PIT,7578
MSY,DAL,22892
MCO,DEN,33824
LAS,CLE,5343
TPA,PIT,5616
ORD,HKG,11600
IAD,MEX,5264
DCA,MIA,31798
ATL,DUS,3380
FAT,DEN,4970
GJT,LAS,1274
DFW,OKC,24122
MIA,MDE,9435
BOS,DUB,7735
IAD,FLL,2794
GSP,DCA,2359
PHL,SLC,8158
ORD,XNA,6340
CLT,TLH,4773
ACY,RSW,8062
BOS,CLT,40095
DFW,SJO,5079
LHR,BOS,30750
LGA,IND,4523
ORF,LGA,1925
BNA,JAX,6786
TPA,BNA,10736
PUJ,BOS,1955
EWR,MAN,4536
DTW,MEM,5900
DTW,HSV,1308
MCO,LAS,5976
OSL,EWR,6511
YVR,SEA,16492
DCA,ORF,3666
LAX,YEG,3601
YYZ,IAH,9408
CTS,HNL,2608
PHL,CMH,10023
PDX,STS,1738
YHZ,PHL,1904
LGA,MKE,11366
STL,BWI,9707
CLE,MCI,1657
MIA,SAN,3853
BHM,MCO,5604
GFK,MSP,6747
MDT,ORD,7393
FLL,RDU,5988
MCO,SAL,1183
DCA,DAY,3783
LGB,LAS,13418
CLT,BOS,41031
BWI,LIT,2317
CDG,EWR,9901
CID,MSP,4421
BIS,AZA,2636
MSP,CLE,5202
DAY,EWR,1463
OGG,YEG,2496
ORY,JFK,2016
BOS,LGB,2365
MNL,LAX,15146
IAD,DFW,16471
MSP,CID,3949
CLT,AVP,3666
PHL,BTV,6973
BDL,TPA,11619
IAH,XNA,3081
SJO,MCO,6353
DFW,CMH,11253
GUA,LAX,9821
SFB,GSP,1242
PDX,ATL,19678
LAS,HOU,16852
MCO,STL,14458
LAX,MRY,5654
GSP,CLT,10802
ELP,DEN,3371
CWA,MSP,3291
CUN,MCO,4443
ORD,YUL,5848
DUS,EWR,5218
DEN,IAH,63481
BNA,STL,5716
CVG,MEM,1154
MIA,CVG,2346
CRW,IAD,2298
ATL,BSB,4465
MIA,YYC,2499
ATL,HNL,7914
SAV,DFW,3323
PVR,PHX,9436
DFW,MLU,2645
BWI,CLE,9923
IAD,JFK,8772
HNL,AKL,6418
LFT,ATL,4612
HDN,DEN,4758
BWI,ORF,7725
MEX,LAS,12243
LGA,BDA,2008
CLT,DCA,24334
MIA,BSB,8536
CUN,DEN,11751
ORD,LEX,4151
DXB,DFW,7974
FLL,TYS,1344
LGB,AUS,4676
SFB,FWA,1390
OAK,AZA,1352
CMH,IAD,4422
EWR,BDA,1414
TRI,CLT,5466
ANC,PDX,9505
TYR,DFW,5185
SMF,MSP,4423
SAN,SAT,6561
SFO,YVR,16680
BDA,MIA,2262
MHT,CLE,1469
LAX,IAH,55823
STI,FLL,1206
CAK,ATL,17523
IAD,CHS,3306
GRR,AZA,1388
IAH,MOB,4675
JAC,DEN,6415
ABQ,SEA,3341
DEN,MDW,32479
HOU,LAX,18613
PEK,EWR,7243
PVD,MCO,18715
CVG,CUN,1653
LAS,OAK,36085
SFB,TRI,1315
SCU,MIA,1688
SPI,SFB,1126
ATL,JAN,13511
ORD,YXU,1815
CUN,PHX,4793
PDX,LIH,2539
MIA,IAD,12816
DTW,ORD,28638
EWR,LHR,40340
SLC,PSC,5284
MBJ,CLT,11536
SEA,EUG,4401
MIA,TPA,23000
CLT,SJO,3689
KIX,GUM,17317
CLE,CMH,1491
DFW,MLI,3417
HOU,CHS,2383
LAX,SCL,1404
SLP,IAH,1045
PDX,SBA,1512
DFW,GRU,8310
LAS,FAR,2556
BOS,PIT,8939
MEM,LAX,4014
LGB,IAD,3006
MEM,MDW,4439
PDX,BLI,1599
YOW,PHL,1883
IND,SFO,2219
EWR,YQB,2879
PLN,DTW,1406
GRU,IAD,6943
JFK,DUB,18568
MIA,CMH,2625
JFK,MEX,23713
MUC,JFK,4818
PTY,FLL,1729
MDW,MCI,19256
SFB,FSD,1192
SDF,CLT,11046
DLH,ORD,2829
CUN,MSP,17544
FLL,MCI,4123
MKE,BWI,5795
ANC,MSP,7032
HOU,ELP,6746
SFO,RNO,6923
EWR,MHT,2714
DSM,PHX,6832
EVV,DTW,2913
SJC,SAN,24046
BLV,SFB,1322
IAD,PEK,5035
ABQ,ATL,8406
TPA,EWR,22053
DUT,ANC,1079
ATL,DEN,49365
CLT,SRQ,7027
CVG,BOS,6241
MHT,DTW,3505
TPA,FLL,19905
DFW,AGU,1943
DEN,JFK,5766
LHR,PHX,8097
LGA,PHL,15122
PDX,FAT,2033
SMF,PHX,31404
DFW,BZE,4046
IAD,MAN,2339
LAX,TLV,2914
IAH,PIT,9529
BNA,HOU,11002
LGA,MCI,3853
AZA,PIA,1493
DCA,PHX,13397
MCO,FRA,8587
JFK,MSP,8775
PHX,ANC,5567
LAS,MFE,3570
SFO,EWR,46595
SDF,MCO,3703
DCA,HPN,2668
MLU,DFW,2707
MCO,BWI,34461
DEN,MSP,53851
LAX,ZIH,4230
BGR,DTW,1305
PGD,ABE,1442
TPA,HOU,13061
IAH,MTJ,1414
EWR,MUC,11425
MHT,ORD,2539
SEA,BZN,4027
